dataset,method,estimated_ate,true_ate,bias,absolute_bias,relative_error_pct,run,confounding_strength
simulation,Causal Forest,0.0459218604361398,0.0340310178092498,0.0118908426268899,0.0118908426268899,34.94119010351183,3,1.125
simulation,Naive,0.2712043969706199,0.0340581361011486,0.2371462608694712,0.2371462608694712,696.2984121185463,4,1.5
simulation,OLS,0.0469115288522084,0.0340581361011486,0.0128533927510598,0.0128533927510598,37.73956599646795,4,1.5
simulation,IPW,0.0523987326996748,0.0340581361011486,0.0183405965985261,0.0183405965985261,53.85085238973966,4,1.5
simulation,DML,0.0503871261426935,0.0340581361011486,0.0163289900415448,0.0163289900415448,47.94446176693205,4,1.5
simulation,Causal Forest,0.0456688496646408,0.0340581361011486,0.0116107135634921,0.0116107135634921,34.09086606797787,4,1.5
semi_synthetic,Naive,0.0655214989743251,0.0365622501017082,0.0289592488726169,0.0289592488726169,79.20532459588395,0,0.0
semi_synthetic,OLS,0.0423265415271394,0.0365622501017082,0.0057642914254312,0.0057642914254312,15.765691141536058,0,0.0
semi_synthetic,IPW,0.0421513870347386,0.0365622501017082,0.0055891369330304,0.0055891369330304,15.286632845305505,0,0.0
semi_synthetic,DML,0.0474619974581721,0.0365622501017082,0.0108997473564639,0.0108997473564639,29.811478577339223,0,0.0
semi_synthetic,Causal Forest,0.0460425471850273,0.0365622501017082,0.0094802970833191,0.0094802970833191,25.929194885290244,0,0.0
semi_synthetic,Naive,0.0549084433040964,0.0365099033435047,0.0183985399605916,0.0183985399605916,50.39328586408013,1,0.375
semi_synthetic,OLS,0.0430915372151194,0.0365099033435047,0.0065816338716147,0.0065816338716147,18.026982459228037,1,0.375
semi_synthetic,IPW,0.0433207425704722,0.0365099033435047,0.0068108392269675,0.0068108392269675,18.65477200223603,1,0.375
semi_synthetic,DML,0.0478557587526193,0.0365099033435047,0.0113458554091145,0.0113458554091145,31.076103659784284,1,0.375
semi_synthetic,Causal Forest,0.0457888377951733,0.0365099033435047,0.0092789344516686,0.0092789344516686,25.414842554819835,1,0.375
semi_synthetic,Naive,0.0878536963255403,0.0362791045927933,0.0515745917327469,0.0515745917327469,142.16059715815587,2,0.75
semi_synthetic,OLS,0.0708452184864844,0.0362791045927933,0.0345661138936911,0.0345661138936911,95.27829940035916,2,0.75
semi_synthetic,IPW,0.0706834470870799,0.0362791045927933,0.0344043424942866,0.0344043424942866,94.83239148388697,2,0.75
semi_synthetic,DML,0.0774392081398354,0.0362791045927933,0.041160103547042,0.041160103547042,113.45402266410484,2,0.75
semi_synthetic,Causal Forest,0.0752951266190055,0.0362791045927933,0.0390160220262121,0.0390160220262121,107.54406004265746,2,0.75
semi_synthetic,Naive,0.1234627955407638,0.0363442120511865,0.0871185834895772,0.0871185834895772,239.7041470231377,3,1.125
semi_synthetic,OLS,0.110951418038213,0.0363442120511865,0.0746072059870264,0.0746072059870264,205.27947031002043,3,1.125
semi_synthetic,IPW,0.1105696433015021,0.0363442120511865,0.0742254312503155,0.0742254312503155,204.229028671134,3,1.125
semi_synthetic,DML,0.1158768549228421,0.0363442120511865,0.0795326428716556,0.0795326428716556,218.8316608973201,3,1.125
semi_synthetic,Causal Forest,0.1124412294926091,0.0363442120511865,0.0760970174414225,0.0760970174414225,209.37864145809183,3,1.125
semi_synthetic,Naive,0.1723915135577402,0.0365169771207219,0.1358745364370183,0.1358745364370183,372.085936872126,4,1.5
semi_synthetic,OLS,0.160600886076908,0.0365169771207219,0.124083908956186,0.124083908956186,339.7978659240477,4,1.5
semi_synthetic,IPW,0.1607346129221473,0.0365169771207219,0.1242176358014254,0.1242176358014254,340.164070511019,4,1.5
semi_synthetic,DML,0.1635112167662484,0.0365169771207219,0.1269942396455264,0.1269942396455264,347.76766769520503,4,1.5
semi_synthetic,Causal Forest,0.1606005515249891,0.0365169771207219,0.1240835744042671,0.1240835744042671,339.7969497695759,4,1.5
