dataset,method,estimated_ate,true_ate,bias,absolute_bias,relative_error_pct,run,confounding_strength
semi_synthetic,Naive,0.11048151745722407,0.03642139505969889,0.07406012239752519,0.07406012239752519,203.34235488819706,1,1.0
semi_synthetic,OLS,0.09319153256607289,0.03642139505969889,0.056770137506374004,0.056770137506374004,155.87029934828465,1,1.0
semi_synthetic,IPW,0.09288271912542012,0.03642139505969889,0.056461324065721234,0.056461324065721234,155.0224091448847,1,1.0
semi_synthetic,DML,0.09948327409099035,0.03642139505969889,0.06306187903129146,0.06306187903129146,173.14514978881434,1,1.0
semi_synthetic,Causal Forest,0.09879259312133437,0.03642139505969889,0.062371198061635484,0.062371198061635484,171.24878923336644,1,1.0
